"3 immunosuppresant drugs and their distinct MoAs?"," <br>&nbsp - Tacrolismus/ cyclosporin: calcineurin --> IL-2 prod <br>&nbsp - Rapamycin: m-TOR --> proliferation <br>&nbsp - beltacept: costimulatory ligand"
"3 allo-antigens in allo-/xenografts that cause rejection?"," <br>&nbsp - ABO <br>&nbsp - MHC/ HLA <br>&nbsp - eg alpha-gal"
"3 MHC alleles (x2) matched in decreasing order of importance with their classes?"," <br>&nbsp - class II HLA-DR <br>&nbsp - class I HLA-B <br>&nbsp - class I HLA-A"
"3 phases of graft rejection with respective time courses and mechanisms?"," <br>&nbsp - minutes, pre-sensitation or existence of antibodies <br>&nbsp - acute = days, lymphocyte activation <br>&nbsp - months, recurrence"
"MoA of direct vs indirect alloresponse pathways and respective phases?"," <br>&nbsp - donor MHC recognition - HyperA <br>&nbsp - alloantigen presentation on self MHC - A"
"3 endothelial consequences of hyperacute rejection?"," <br>&nbsp - complement <br>&nbsp - thrombosis <br>&nbsp - necrosis"
"3 reasons for ART resistance development?"," <br>&nbsp - adherence/ drug levels <br>&nbsp - pre-existing resistance <br>&nbsp - inadequate potency"
"3 methods for environmental targeting of transmission routes?"," <br>&nbsp - surface disinfection <br>&nbsp - ventilation <br>&nbsp - sanitation"
"2  non-immune PEP strategies and examples of viruses?"," <br>&nbsp - aciclovir - VZV / HZV <br>&nbsp - IVIG - HBV"
"MoA of acyclovir (DNA pol), maraviroc (CCR5), tenofovir (NRTI)?"," <br>&nbsp - dsDNA of HSV transcription blocker after viral thymidine kinase activation <br>&nbsp - helper protein in HIV docking and fusion <br>&nbsp - chain termination in RT"
"Why cannot HIV, HBV, HSV be cured?"," <br>&nbsp - HIV dormant CD4 cell reactivation to replicate integrated HIV genome <br>&nbsp - cccDNA remains in nucleus"
"3 ways in which cancer cells evade immune response?"," <br>&nbsp - IL10, PDL1 release <br>&nbsp - HLA/ antigen processing machinery loss <br>&nbsp - antigen loss"
"Associated cancers of EBV, H. pylori, and schistosomiasis?"," <br>&nbsp - lymphoma <br>&nbsp - stomach <br>&nbsp - bladder"
"3 (5) approaches in cancer immunotherapy and two examples for each?"," <br>&nbsp - antibody therapy - anti CD20 B-ALL/ HER2R in breast cancer <br>&nbsp - cellular therapy - CAR-T in leukemia/ TILs <br>&nbsp - immune checkpoint inhibition - PD1/CTLA4 inhibition in melanoma	 <br>&nbsp - vaccines	 <br>&nbsp - modulators"
"3 ways in which gene therapy can lead to better T cells?"," <br>&nbsp - new TCRs <br>&nbsp - molecules that improve killing function <br>&nbsp - molecules that direct T cells to site of tumour/ make them stay at tumour"
"Adaptations of H. influenzae, S. pyogenes, N. gonorrhoeae in the acceleration of complement factor breakdown?"," <br>&nbsp - C5a peptidase <br>&nbsp - M protein (H) binding to C4b binding protein on bacterial surface --> inhibition <br>&nbsp - binding to factor H favouring C3b breakdown"
"3 functions of the capsule?"," <br>&nbsp - prevent phagocytosis <br>&nbsp - stop complement/ MAC binding <br>&nbsp - prevent PRR binding"
"5 mechanisms associated with prevention of MHC class I presentation?"," <br>&nbsp - block proteasome <br>&nbsp - MHC retention/ prevention of transit to cell surface (adenovirus) <br>&nbsp - inhibit TAP (HSV) <br>&nbsp - block presentation/ loading  <br>&nbsp - target MHC for endocytosis/ degradation"
"Basic mechanisms of immune avoidance by each of Y. pestis, L. pneumoniae, T. brucei, S. aureus, and H. influenzae?"," <br>&nbsp - Yops injection --> actin depolymerisation and prevention of signal transduction <br>&nbsp - injects effector proteins after phagocytosis --> lysis + acidification prevented <br>&nbsp - variation of dense coat of VSGs per cell that conceals invariant proteins <br>&nbsp - block Fc binding region of antibodies bound <br>&nbsp - high mutation rate + reassortment in coinfection --> antigen shift in haemagglutinin receptor binding protein"
"3 mechanisms of HSV for immune avoidance?"," <br>&nbsp - DNA transcription suppression in latency <br>&nbsp - bipolar bridging by double binding to antibodies <br>&nbsp - TAP inhibition"
"3 changing targets in HIV?"," <br>&nbsp - gp120 <br>&nbsp - Gag <br>&nbsp - Env"
"5 main kinds of vaccine corresponding to MMR, Flu, HBV, Diphtheria, COVID (2)?"," <br>&nbsp - attenuated/ avirulent form <br>&nbsp - inactivated <br>&nbsp - isolated subunit <br>&nbsp - toxoid/ toxin component <br>&nbsp - viral vector/ mRNA encoding epitope"
"3 steps in germinal centre creation?"," <br>&nbsp - B cell extracts antigen from FCD <br>&nbsp - B cell presents peptide of processed antigen on MHC-2 to Tfh <br>&nbsp - Tfh provides help to drive B cell expansion"
"Why is there: incomplete activation, poor CTL response, and IgG only produced in non live vaccines?",""
"2 advantages and 1 disadvantage with live vaccines?"," <br>&nbsp - systemic + local response --> durable <br>&nbsp - cheaper <br>&nbsp - reversion --> spread/ immunocompromised?"
"3 features of the surveillance/ containment strategy?"," <br>&nbsp - cash rewards <br>&nbsp - isolation at home with family <br>&nbsp - ring vaccination of all susceptible people"
"3 steps in development of paralytic poliomyelitis?"," <br>&nbsp - local virus replication in GI tract <br>&nbsp - viraemia --> spread to motor neurons <br>&nbsp - lytic infection of motor neurons + fever"
"Mechanisms for OPV and IPV?"," <br>&nbsp - secretory IgA blocks replication in GI tract? <br>&nbsp - IgG and IgM prevent spread to motor neurons?"
"3 assumptions in polio eradication?"," <br>&nbsp - immunisation stops transmission <br>&nbsp - no non-human reservoir <br>&nbsp - limited virus stability"
"5 ways in which diseases emerge?"," <br>&nbsp - new areas <br>&nbsp - known disease associated with infectious agent <br>&nbsp - "new" agent <br>&nbsp - change in an existing agent <br>&nbsp - reemergence of old infection through public health failure"
